index,source,timestamp,values
164349,battery,2017-06-29 07:45:56.262,['98']
"164350,accelerometer,2017-06-29 07:46:01.263,""['-0.3440857', '0.68330383', '9.967361']"""
"164351,gravity,2017-06-29 07:46:01.324,""['-0.34131828', '0.6573288', '9.778641']"""
"164352,linear_acceleration,2017-06-29 07:46:01.329,""['-0.018068999', '0.034808993', '-0.033065796']"""
"164353,gyroscope,2017-06-29 07:46:01.402,""['0.0041656494', '-0.0132751465', '0.006164551']"""
164354,pressure,2017-06-29 07:46:01.464,['969.3651']
"164355,orientation,2017-06-29 07:46:01.509,""['31.284260813896044', '-3.3376453624603086', '2.03370568740081']"""
"164356,magnetometer,2017-06-29 07:46:01.661,""['-15.32135', '24.88861', '-44.90509']"""
"164357,rotation_vector,2017-06-29 07:46:01.719,""['0.036942374', '0.007465202', '-0.25660786', '0.9657805', '0.17453292']"""
"164358,heart_rate,2017-06-29 07:46:05.590,""['173.0', '0']"""
"164359,accelerometer,2017-06-29 07:46:06.270,""['-0.4410553', '0.7886505', '9.872787']"""
"164360,linear_acceleration,2017-06-29 07:46:06.351,""['0.011193424', '-0.0062996745', '0.004644394']"""
"164361,gravity,2017-06-29 07:46:06.354,""['-0.49383318', '0.6960046', '9.769447']"""
164362,pressure,2017-06-29 07:46:06.498,['969.0265']
"164363,orientation,2017-06-29 07:46:06.517,""['31.151399974160956', '-4.101417606018645', '2.9171614147945752']"""
"164364,gyroscope,2017-06-29 07:46:06.548,""['-0.0049438477', '-0.005126953', '0.0018005371']"""
"164365,heart_rate,2017-06-29 07:46:06.590,""['172.0', '1']"""
"164366,magnetometer,2017-06-29 07:46:06.700,""['-14.96582', '24.205017', '-46.57135']"""
"164367,rotation_vector,2017-06-29 07:46:06.766,""['0.041040815', '0.01452478', '-0.26592505', '0.96301013', '0.17453292']"""
"164368,heart_rate,2017-06-29 07:46:07.589,""['171.0', '1']"""
"164369,heart_rate,2017-06-29 07:46:09.587,""['170.0', '1']"""
"164370,heart_rate,2017-06-29 07:46:10.588,""['169.0', '1']"""
"164371,accelerometer,2017-06-29 07:46:11.280,""['0.2496643', '1.4255066', '9.832092']"""
"164372,gravity,2017-06-29 07:46:11.395,""['0.07871066', '1.3967916', '9.7063465']"""
"164373,linear_acceleration,2017-06-29 07:46:11.398,""['0.16674437', '-0.10990703', '0.02115345']"""
"164374,orientation,2017-06-29 07:46:11.523,""['32.97987918101381', '-7.698149972944107', '-1.176000306786522']"""
164375,pressure,2017-06-29 07:46:11.530,['965.80725']
"164376,heart_rate,2017-06-29 07:46:11.576,""['168.0', '1']"""
"164377,gyroscope,2017-06-29 07:46:11.693,""['0.0013427734', '-0.0019378662', '0.0029754639']"""
"164378,magnetometer,2017-06-29 07:46:11.732,""['-19.198608', '22.335815', '-46.774292']"""
"164379,rotation_vector,2017-06-29 07:46:11.796,""['0.06558442', '-0.029628774', '-0.31692198', '0.94571733', '0.17453292']"""
"164380,heart_rate,2017-06-29 07:46:13.575,""['167.0', '0']"""
"164381,heart_rate,2017-06-29 07:46:14.579,""['166.0', '0']"""
"164382,heart_rate,2017-06-29 07:46:15.573,""['165.0', '0']"""
"164383,accelerometer,2017-06-29 07:46:16.282,""['1.0840454', '0.52648926', '9.967361']"""
"164384,linear_acceleration,2017-06-29 07:46:16.430,""['0.14400184', '0.14099151', '0.009511948']"""
"164385,gravity,2017-06-29 07:46:16.433,""['0.99026', '0.55672634', '9.740627']"""
"164386,orientation,2017-06-29 07:46:16.539,""['34.27415221740703', '-1.1241907606110364', '-4.134990973997019']"""
164387,pressure,2017-06-29 07:46:16.566,['968.9154']
"164388,heart_rate,2017-06-29 07:46:16.573,""['164.0', '0']"""
"164389,magnetometer,2017-06-29 07:46:16.769,""['-22.219849', '28.617859', '-44.91577']"""
"164390,gyroscope,2017-06-29 07:46:16.841,""['-0.24137878', '-0.0064086914', '-0.098236084']"""
"164391,rotation_vector,2017-06-29 07:46:16.844,""['-0.006458635', '-0.049435873', '-0.2506117', '0.9668031', '0.17453292']"""
"164392,heart_rate,2017-06-29 07:46:18.571,""['163.0', '0']"""
